LAMMPS data file. msi2lmp v3.9.8 / 06 Oct 2016 / CGCMM for MJ14

    481 atoms
      0 bonds
      0 angles
      0 dihedrals
      0 impropers

   2 atom types
   0 bond types
   0 angle types
   0 dihedral types
   0 improper types

    -0.033604195    63.866395805 xlo xhi
    -0.581525648    21.558474352 ylo yhi
    -0.612027865    24.387972135 zlo zhi

Masses

   1  12.011150 # cp
   2   1.007970 # h

Atoms # full

1	1	1	0	0.710140519	1.22999946	11.8	  0   0   0	# cp
2	1	1	0	0.710140519	3.68999946	11.8	  0   0   0	# cp
3	1	1	0	0.710140519	6.14999946	11.8	  0   0   0	# cp
4	1	1	0	0.710140519	8.60999946	11.8	  0   0   0	# cp
5	1	1	0	0.710140519	11.06999946	11.8	  0   0   0	# cp
6	1	1	0	0.710140519	13.52999946	11.8	  0   0   0	# cp
7	1	1	0	0.710140519	15.98999946	11.8	  0   0   0	# cp
8	1	1	0	0.710140519	18.44999946	11.8	  0   0   0	# cp
9	1	1	0	0.710140519	20.90999946	11.8	  0   0   0	# cp
10	1	1	0	1.420281039	0	11.8	  0   0   0	# cp
11	1	1	0	1.420281039	2.46	11.8	  0   0   0	# cp
12	1	1	0	1.420281039	4.92	11.8	  0   0   0	# cp
13	1	1	0	1.420281039	7.38	11.8	  0   0   0	# cp
14	1	1	0	1.420281039	9.84	11.8	  0   0   0	# cp
15	1	1	0	1.420281039	12.3	11.8	  0   0   0	# cp
16	1	1	0	1.420281039	14.76	11.8	  0   0   0	# cp
17	1	1	0	1.420281039	17.22	11.8	  0   0   0	# cp
18	1	1	0	1.420281039	19.68	11.8	  0   0   0	# cp
19	1	1	0	2.840562078	0	11.8	  0   0   0	# cp
20	1	1	0	2.840562078	2.46	11.8	  0   0   0	# cp
21	1	1	0	2.840562078	4.92	11.8	  0   0   0	# cp
22	1	1	0	2.840562078	7.38	11.8	  0   0   0	# cp
23	1	1	0	2.840562078	9.84	11.8	  0   0   0	# cp
24	1	1	0	2.840562078	12.3	11.8	  0   0   0	# cp
25	1	1	0	2.840562078	14.76	11.8	  0   0   0	# cp
26	1	1	0	2.840562078	17.22	11.8	  0   0   0	# cp
27	1	1	0	2.840562078	19.68	11.8	  0   0   0	# cp
28	1	1	0	3.550702597	1.23000054	11.8	  0   0   0	# cp
29	1	1	0	3.550702597	3.69000054	11.8	  0   0   0	# cp
30	1	1	0	3.550702597	6.15000054	11.8	  0   0   0	# cp
31	1	1	0	3.550702597	8.61000054	11.8	  0   0   0	# cp
32	1	1	0	3.550702597	11.07000054	11.8	  0   0   0	# cp
33	1	1	0	3.550702597	13.53000054	11.8	  0   0   0	# cp
34	1	1	0	3.550702597	15.99000054	11.8	  0   0   0	# cp
35	1	1	0	3.550702597	18.45000054	11.8	  0   0   0	# cp
36	1	1	0	3.550702597	20.91000054	11.8	  0   0   0	# cp
37	1	1	0	4.970140519	1.22999946	11.8	  0   0   0	# cp
38	1	1	0	4.970140519	3.68999946	11.8	  0   0   0	# cp
39	1	1	0	4.970140519	6.14999946	11.8	  0   0   0	# cp
40	1	1	0	4.970140519	8.60999946	11.8	  0   0   0	# cp
41	1	1	0	4.970140519	11.06999946	11.8	  0   0   0	# cp
42	1	1	0	4.970140519	13.52999946	11.8	  0   0   0	# cp
43	1	1	0	4.970140519	15.98999946	11.8	  0   0   0	# cp
44	1	1	0	4.970140519	18.44999946	11.8	  0   0   0	# cp
45	1	1	0	4.970140519	20.90999946	11.8	  0   0   0	# cp
46	1	1	0	5.680281039	0	11.8	  0   0   0	# cp
47	1	1	0	5.680281039	2.46	11.8	  0   0   0	# cp
48	1	1	0	5.680281039	4.92	11.8	  0   0   0	# cp
49	1	1	0	5.680281039	7.38	11.8	  0   0   0	# cp
50	1	1	0	5.680281039	9.84	11.8	  0   0   0	# cp
51	1	1	0	5.680281039	12.3	11.8	  0   0   0	# cp
52	1	1	0	5.680281039	14.76	11.8	  0   0   0	# cp
53	1	1	0	5.680281039	17.22	11.8	  0   0   0	# cp
54	1	1	0	5.680281039	19.68	11.8	  0   0   0	# cp
55	1	1	0	7.100562078	0	11.8	  0   0   0	# cp
56	1	1	0	7.100562078	2.46	11.8	  0   0   0	# cp
57	1	1	0	7.100562078	4.92	11.8	  0   0   0	# cp
58	1	1	0	7.100562078	7.38	11.8	  0   0   0	# cp
59	1	1	0	7.100562078	9.84	11.8	  0   0   0	# cp
60	1	1	0	7.100562078	12.3	11.8	  0   0   0	# cp
61	1	1	0	7.100562078	14.76	11.8	  0   0   0	# cp
62	1	1	0	7.100562078	17.22	11.8	  0   0   0	# cp
63	1	1	0	7.100562078	19.68	11.8	  0   0   0	# cp
64	1	1	0	7.810702597	1.23000054	11.8	  0   0   0	# cp
65	1	1	0	7.810702597	3.69000054	11.8	  0   0   0	# cp
66	1	1	0	7.810702597	6.15000054	11.8	  0   0   0	# cp
67	1	1	0	7.810702597	8.61000054	11.8	  0   0   0	# cp
68	1	1	0	7.810702597	11.07000054	11.8	  0   0   0	# cp
69	1	1	0	7.810702597	13.53000054	11.8	  0   0   0	# cp
70	1	1	0	7.810702597	15.99000054	11.8	  0   0   0	# cp
71	1	1	0	7.810702597	18.45000054	11.8	  0   0   0	# cp
72	1	1	0	7.810702597	20.91000054	11.8	  0   0   0	# cp
73	1	1	0	9.230140519	1.22999946	11.8	  0   0   0	# cp
74	1	1	0	9.230140519	3.68999946	11.8	  0   0   0	# cp
75	1	1	0	9.230140519	6.14999946	11.8	  0   0   0	# cp
76	1	1	0	9.230140519	8.60999946	11.8	  0   0   0	# cp
77	1	1	0	9.230140519	11.06999946	11.8	  0   0   0	# cp
78	1	1	0	9.230140519	13.52999946	11.8	  0   0   0	# cp
79	1	1	0	9.230140519	15.98999946	11.8	  0   0   0	# cp
80	1	1	0	9.230140519	18.44999946	11.8	  0   0   0	# cp
81	1	1	0	9.230140519	20.90999946	11.8	  0   0   0	# cp
82	1	1	0	9.940281039	0	11.8	  0   0   0	# cp
83	1	1	0	9.940281039	2.46	11.8	  0   0   0	# cp
84	1	1	0	9.940281039	4.92	11.8	  0   0   0	# cp
85	1	1	0	9.940281039	7.38	11.8	  0   0   0	# cp
86	1	1	0	9.940281039	9.84	11.8	  0   0   0	# cp
87	1	1	0	9.940281039	12.3	11.8	  0   0   0	# cp
88	1	1	0	9.940281039	14.76	11.8	  0   0   0	# cp
89	1	1	0	9.940281039	17.22	11.8	  0   0   0	# cp
90	1	1	0	9.940281039	19.68	11.8	  0   0   0	# cp
91	1	1	0	11.360562078	0	11.8	  0   0   0	# cp
92	1	1	0	11.360562078	2.46	11.8	  0   0   0	# cp
93	1	1	0	11.360562078	4.92	11.8	  0   0   0	# cp
94	1	1	0	11.360562078	7.38	11.8	  0   0   0	# cp
95	1	1	0	11.360562078	9.84	11.8	  0   0   0	# cp
96	1	1	0	11.360562078	12.3	11.8	  0   0   0	# cp
97	1	1	0	11.360562078	14.76	11.8	  0   0   0	# cp
98	1	1	0	11.360562078	17.22	11.8	  0   0   0	# cp
99	1	1	0	11.360562078	19.68	11.8	  0   0   0	# cp
100	1	1	0	12.070702597	1.23000054	11.8	  0   0   0	# cp
101	1	1	0	12.070702597	3.69000054	11.8	  0   0   0	# cp
102	1	1	0	12.070702597	6.15000054	11.8	  0   0   0	# cp
103	1	1	0	12.070702597	8.61000054	11.8	  0   0   0	# cp
104	1	1	0	12.070702597	11.07000054	11.8	  0   0   0	# cp
105	1	1	0	12.070702597	13.53000054	11.8	  0   0   0	# cp
106	1	1	0	12.070702597	15.99000054	11.8	  0   0   0	# cp
107	1	1	0	12.070702597	18.45000054	11.8	  0   0   0	# cp
108	1	1	0	12.070702597	20.91000054	11.8	  0   0   0	# cp
109	1	1	0	13.490140519	1.22999946	11.8	  0   0   0	# cp
110	1	1	0	13.490140519	3.68999946	11.8	  0   0   0	# cp
111	1	1	0	13.490140519	6.14999946	11.8	  0   0   0	# cp
112	1	1	0	13.490140519	8.60999946	11.8	  0   0   0	# cp
113	1	1	0	13.490140519	11.06999946	11.8	  0   0   0	# cp
114	1	1	0	13.490140519	13.52999946	11.8	  0   0   0	# cp
115	1	1	0	13.490140519	15.98999946	11.8	  0   0   0	# cp
116	1	1	0	13.490140519	18.44999946	11.8	  0   0   0	# cp
117	1	1	0	13.490140519	20.90999946	11.8	  0   0   0	# cp
118	1	1	0	14.200281039	0	11.8	  0   0   0	# cp
119	1	1	0	14.200281039	2.46	11.8	  0   0   0	# cp
120	1	1	0	14.200281039	4.92	11.8	  0   0   0	# cp
121	1	1	0	14.200281039	7.38	11.8	  0   0   0	# cp
122	1	1	0	14.200281039	9.84	11.8	  0   0   0	# cp
123	1	1	0	14.200281039	12.3	11.8	  0   0   0	# cp
124	1	1	0	14.200281039	14.76	11.8	  0   0   0	# cp
125	1	1	0	14.200281039	17.22	11.8	  0   0   0	# cp
