LAMMPS data file. msi2lmp v3.9.8 / 06 Oct 2016 / CGCMM for MJ14

    481 atoms
      0 bonds
      0 angles
      0 dihedrals
      0 impropers

   2 atom types
   0 bond types
   0 angle types
   0 dihedral types
   0 improper types

    -0.033604195    63.866395805 xlo xhi
    -0.581525648    21.558474352 ylo yhi
    -0.612027865    24.387972135 zlo zhi

Masses

   1  12.011150 # cp
   2   1.007970 # h

Atoms # full

      1      1   1  0.000000     0.710140519     1.229999460    11.800000000   0   0   0 # cp
      2      1   1  0.000000     1.420281039     0.000000000    11.800000000   0   0   0 # cp
      3      1   1  0.000000     2.840562078     0.000000000    11.800000000   0   0   0 # cp
      4      1   1  0.000000     3.550702597     1.230000540    11.800000000   0   0   0 # cp
      5      1   1  0.000000     4.970140519     1.229999460    11.800000000   0   0   0 # cp
      6      1   1  0.000000     5.680281039     0.000000000    11.800000000   0   0   0 # cp
      7      1   1  0.000000     7.100562078     0.000000000    11.800000000   0   0   0 # cp
      8      1   1  0.000000     7.810702597     1.230000540    11.800000000   0   0   0 # cp
      9      1   1  0.000000     9.230140519     1.229999460    11.800000000   0   0   0 # cp
     10      1   1  0.000000     9.940281039     0.000000000    11.800000000   0   0   0 # cp
     11      1   1  0.000000    11.360562078     0.000000000    11.800000000   0   0   0 # cp
     12      1   1  0.000000    12.070702597     1.230000540    11.800000000   0   0   0 # cp
     13      1   1  0.000000    13.490140519     1.229999460    11.800000000   0   0   0 # cp
     14      1   1  0.000000    14.200281039     0.000000000    11.800000000   0   0   0 # cp
     15      1   1  0.000000    15.620562078     0.000000000    11.800000000   0   0   0 # cp
     16      1   1  0.000000    16.330702597     1.230000540    11.800000000   0   0   0 # cp
     17      1   1  0.000000    17.750140519     1.229999460    11.800000000   0   0   0 # cp
     18      1   1  0.000000    18.460281039     0.000000000    11.800000000   0   0   0 # cp
     19      1   1  0.000000    19.880562078     0.000000000    11.800000000   0   0   0 # cp
     20      1   1  0.000000    20.590702597     1.230000540    11.800000000   0   0   0 # cp
     21      1   1  0.000000    22.010140519     1.229999460    11.800000000   0   0   0 # cp
     22      1   1  0.000000    22.720281039     0.000000000    11.800000000   0   0   0 # cp
     23      1   1  0.000000    24.153147400    -0.000058189    11.797625302   0   0   0 # cp
     24      1   1 -0.100000    24.834799336     1.229185363    11.795723004   0   0   0 # cp
     25      1   1 -0.100000    39.066521671     1.229029323    11.795400262   0   0   0 # cp
     26      1   1  0.000000    39.747662043    -0.000068009    11.797154766   0   0   0 # cp
     27      1   1  0.000000    41.180562078     0.000000000    11.800000000   0   0   0 # cp
     28      1   1  0.000000    41.890702597     1.230000540    11.800000000   0   0   0 # cp
     29      1   1  0.000000    43.310140519     1.229999460    11.800000000   0   0   0 # cp
     30      1   1  0.000000    44.020281039     0.000000000    11.800000000   0   0   0 # cp
     31      1   1  0.000000    45.440562078     0.000000000    11.800000000   0   0   0 # cp
     32      1   1  0.000000    46.150702597     1.230000540    11.800000000   0   0   0 # cp
     33      1   1  0.000000    47.570140519     1.229999460    11.800000000   0   0   0 # cp
     34      1   1  0.000000    48.280281039     0.000000000    11.800000000   0   0   0 # cp
     35      1   1  0.000000    49.700562078     0.000000000    11.800000000   0   0   0 # cp
     36      1   1  0.000000    50.410702597     1.230000540    11.800000000   0   0   0 # cp
     37      1   1  0.000000    51.830140519     1.229999460    11.800000000   0   0   0 # cp
     38      1   1  0.000000    52.540281039     0.000000000    11.800000000   0   0   0 # cp
     39      1   1  0.000000    53.960562078     0.000000000    11.800000000   0   0   0 # cp
     40      1   1  0.000000    54.670702597     1.230000540    11.800000000   0   0   0 # cp
     41      1   1  0.000000    56.090140519     1.229999460    11.800000000   0   0   0 # cp
     42      1   1  0.000000    56.800281039     0.000000000    11.800000000   0   0   0 # cp
     43      1   1  0.000000    58.220562078     0.000000000    11.800000000   0   0   0 # cp
     44      1   1  0.000000    58.930702597     1.230000540    11.800000000   0   0   0 # cp
     45      1   1  0.000000    60.350140519     1.229999460    11.800000000   0   0   0 # cp
     46      1   1  0.000000    61.060281039     0.000000000    11.800000000   0   0   0 # cp
     47      1   1  0.000000    62.480562078     0.000000000    11.800000000   0   0   0 # cp
     48      1   1  0.000000    63.190702597     1.230000540    11.800000000   0   0   0 # cp
     49      1   1  0.000000     0.710140519     3.689999460    11.800000000   0   0   0 # cp
     50      1   1  0.000000     1.420281039     2.460000000    11.800000000   0   0   0 # cp
     51      1   1  0.000000     2.840562078     2.460000000    11.800000000   0   0   0 # cp
     52      1   1  0.000000     3.550702597     3.690000540    11.800000000   0   0   0 # cp
     53      1   1  0.000000     4.970140519     3.689999460    11.800000000   0   0   0 # cp
     54      1   1  0.000000     5.680281039     2.460000000    11.800000000   0   0   0 # cp
     55      1   1  0.000000     7.100562078     2.460000000    11.800000000   0   0   0 # cp
     56      1   1  0.000000     7.810702597     3.690000540    11.800000000   0   0   0 # cp
     57      1   1  0.000000     9.230140519     3.689999460    11.800000000   0   0   0 # cp
     58      1   1  0.000000     9.940281039     2.460000000    11.800000000   0   0   0 # cp
     59      1   1  0.000000    11.360562078     2.460000000    11.800000000   0   0   0 # cp
     60      1   1  0.000000    12.070702597     3.690000540    11.800000000   0   0   0 # cp
     61      1   1  0.000000    13.490140519     3.689999460    11.800000000   0   0   0 # cp
     62      1   1  0.000000    14.200281039     2.460000000    11.800000000   0   0   0 # cp
     63      1   1  0.000000    15.620562078     2.460000000    11.800000000   0   0   0 # cp
     64      1   1  0.000000    16.330702597     3.690000540    11.800000000   0   0   0 # cp
     65      1   1  0.000000    17.750140519     3.689999460    11.800000000   0   0   0 # cp
     66      1   1  0.000000    18.460281039     2.460000000    11.800000000   0   0   0 # cp
     67      1   1  0.000000    19.880562078     2.460000000    11.800000000   0   0   0 # cp
     68      1   1  0.000000    20.590702597     3.690000540    11.800000000   0   0   0 # cp
     69      1   1  0.000000    22.010140519     3.689999460    11.800000000   0   0   0 # cp
     70      1   1  0.000000    22.720281039     2.460000000    11.800000000   0   0   0 # cp
     71      1   1  0.000000    24.152989856     2.458838286    11.797331310   0   0   0 # cp
     72      1   1 -0.100000    24.834215802     3.686845414    11.796217822   0   0   0 # cp
     73      1   1 -0.100000    39.066875971     3.686226143    11.793192991   0   0   0 # cp
     74      1   1  0.000000    39.747677504     2.458599124    11.796885644   0   0   0 # cp
     75      1   1  0.000000    41.180562078     2.460000000    11.800000000   0   0   0 # cp
     76      1   1  0.000000    41.890702597     3.690000540    11.800000000   0   0   0 # cp
     77      1   1  0.000000    43.310140519     3.689999460    11.800000000   0   0   0 # cp
     78      1   1  0.000000    44.020281039     2.460000000    11.800000000   0   0   0 # cp
     79      1   1  0.000000    45.440562078     2.460000000    11.800000000   0   0   0 # cp
     80      1   1  0.000000    46.150702597     3.690000540    11.800000000   0   0   0 # cp
     81      1   1  0.000000    47.570140519     3.689999460    11.800000000   0   0   0 # cp
     82      1   1  0.000000    48.280281039     2.460000000    11.800000000   0   0   0 # cp
     83      1   1  0.000000    49.700562078     2.460000000    11.800000000   0   0   0 # cp
     84      1   1  0.000000    50.410702597     3.690000540    11.800000000   0   0   0 # cp
     85      1   1  0.000000    51.830140519     3.689999460    11.800000000   0   0   0 # cp
     86      1   1  0.000000    52.540281039     2.460000000    11.800000000   0   0   0 # cp
     87      1   1  0.000000    53.960562078     2.460000000    11.800000000   0   0   0 # cp
